,Date,Open,High,Low,Close,P/E,P/B,Div Yield %,Symbol,Volume,Dividends,Stock Splits
4933,2014-09-29,380.1782579009954,380.1782579009954,373.1900321863424,374.6944274902344,,,,AXISBANK,3209235.0,0.0,0.0
4934,2014-09-30,373.6753488917765,374.3062234269617,365.376856238379,366.590087890625,,,,AXISBANK,4660370.0,0.0,0.0
4935,2014-10-01,364.55181313160807,370.2782599832517,362.9988708616937,368.77386474609375,,,,AXISBANK,3024329.0,0.0,0.0
4936,2014-10-07,366.39596414021264,373.6268367374352,361.3489085477992,362.6106872558594,,,,AXISBANK,3348273.0,0.0,0.0
4937,2014-10-08,361.7856788937208,369.0650688110995,361.3974506887767,367.8518371582031,,,,AXISBANK,3182969.0,0.0,0.0
4938,2014-10-09,369.7929603650388,378.33409825778966,369.7929603650388,376.0046997070313,,,,AXISBANK,3069354.0,0.0,0.0
4939,2014-10-10,372.7047570882949,372.94740341452416,366.4444700236122,368.04595947265625,,,,AXISBANK,2560762.0,0.0,0.0
4940,2014-10-13,364.8915486308757,377.5576747135319,362.02831020089286,375.5194396972656,,,,AXISBANK,2666892.0,0.0,0.0
4941,2014-10-14,377.75178563701553,388.91351584917913,376.1502963019504,385.4194030761719,,,,AXISBANK,4935617.0,0.0,0.0
4942,2014-10-15,385.4194030761719,385.4194030761719,385.4194030761719,385.4194030761719,,,,AXISBANK,0.0,0.0,0.0
4943,2014-10-16,383.3811577732842,390.6120294324152,378.7708780279093,382.0708618164063,,,,AXISBANK,4382823.0,0.0,0.0
4944,2014-10-17,384.2547004814946,393.0870323167925,382.94440444978966,389.78704833984375,,,,AXISBANK,4816107.0,0.0,0.0
4945,2014-10-20,401.67671052442034,407.0634467990424,397.9399513982835,405.5590515136719,,,,AXISBANK,6484171.0,0.0,0.0
4946,2014-10-21,406.67522067805646,412.3046032929386,405.7046354258416,410.6060791015625,,,,AXISBANK,3970498.0,0.0,0.0
4947,2014-10-22,414.4398852260127,415.3134059922026,407.4031424440722,411.96490478515625,,,,AXISBANK,2526798.0,0.0,0.0
4948,2014-10-27,412.1105187151239,416.3325706368489,407.98553124606514,414.2457885742188,,,,AXISBANK,2876993.0,0.0,0.0
4949,2014-10-28,414.6340458961424,417.9340299435172,410.16934765797066,411.7222900390625,,,,AXISBANK,1995946.0,0.0,0.0
4950,2014-10-29,414.3914053707658,416.3810933863016,410.0722889410547,413.0325622558594,,,,AXISBANK,1931522.0,0.0,0.0
4951,2014-10-30,412.4987514891684,418.6134270162193,409.5869955963037,417.5458068847656,,,,AXISBANK,4258888.0,0.0,0.0
4952,2014-10-31,419.2928336682929,427.4457439545273,419.0501873525126,426.4751586914063,,,,AXISBANK,3941516.0,0.0,0.0
4953,2014-11-03,428.998704450844,433.8516309717812,424.5340061275992,432.1531066894531,,,,AXISBANK,3817449.0,0.0,0.0
4954,2014-11-05,432.1531079748471,447.1971802344992,430.60016555954553,444.47955322265625,,,,AXISBANK,4713467.0,0.0,0.0
4955,2014-11-07,448.31334229782607,458.5044879058128,446.8089469369931,455.2530212402344,,,,AXISBANK,6220448.0,0.0,0.0
4956,2014-11-10,457.14570563002593,461.416275300039,445.15897048198616,446.9545593261719,,,,AXISBANK,4280640.0,0.0,0.0
4957,2014-11-11,447.4398199521789,454.91333855422585,447.4398199521789,452.97216796875,,,,AXISBANK,3472821.0,0.0,0.0
4958,2014-11-12,455.2045253671386,468.5015563996026,452.63248013499583,466.99713134765625,,,,AXISBANK,5416022.0,0.0,0.0
4959,2014-11-13,469.7147529141146,471.6073764172559,456.223593975248,459.669189453125,,,,AXISBANK,5237971.0,0.0,0.0
4960,2014-11-14,461.0280251709551,465.63830542266464,456.708908666125,462.87213134765625,,,,AXISBANK,2753729.0,0.0,0.0
4961,2014-11-17,463.8426596515162,463.8426596515162,457.1456277172204,461.9014892578125,,,,AXISBANK,2141989.0,0.0,0.0
4962,2014-11-18,461.8529921816721,465.78385055403686,457.3397767415726,460.0574035644531,,,,AXISBANK,2773087.0,0.0,0.0
4963,2014-11-19,461.9015507645265,461.9015507645265,453.2633472862656,456.3692321777344,,,,AXISBANK,2667750.0,0.0,0.0
4964,2014-11-20,457.1456663894045,457.82508793264014,449.2839197058592,452.9236145019531,,,,AXISBANK,2510781.0,0.0,0.0
4965,2014-11-21,453.7486116885744,468.3073906732346,452.3897982406552,462.920654296875,,,,AXISBANK,4741296.0,0.0,0.0
4966,2014-11-24,464.9103610992559,468.35592708407216,461.31918362275775,464.0853576660156,,,,AXISBANK,3562884.0,0.0,0.0
4967,2014-11-25,464.9103436016745,465.78386441932366,452.9236096119705,456.9030151367188,,,,AXISBANK,3474162.0,0.0,0.0
4968,2014-11-26,457.0486046534117,459.8147786388626,450.3515721127858,456.46624755859375,,,,AXISBANK,3726653.0,0.0,0.0
4969,2014-11-27,456.4177157924048,458.601532614378,449.041261936424,455.59271240234375,,,,AXISBANK,7283496.0,0.0,0.0
4970,2014-11-28,457.92209893591513,471.5102921342498,457.1941600145756,467.0456237792969,,,,AXISBANK,5227699.0,0.0,0.0
4971,2014-12-01,470.1515299652573,478.6926986782157,466.9971276290888,474.7618103027344,,,,AXISBANK,4634567.0,0.0,0.0
4972,2014-12-02,474.61619410021547,480.2455767835008,470.2485604121767,478.49853515625,,,,AXISBANK,4191689.0,0.0,0.0
4973,2014-12-03,479.4691008978852,485.97203374993,476.2176344718628,484.37054443359375,,,,AXISBANK,3424250.0,0.0,0.0
4974,2014-12-04,486.65144095528944,487.913219558794,476.7514891257832,485.2441101074219,,,,AXISBANK,2709507.0,0.0,0.0
4975,2014-12-05,487.2338462506564,491.5044158715,481.8956268196233,483.8853149414063,,,,AXISBANK,2798293.0,0.0,0.0
4976,2014-12-08,485.2441118034173,488.20438499368487,480.9249955554092,481.9926452636719,,,,AXISBANK,2150646.0,0.0,0.0
4977,2014-12-09,481.3617972992714,481.4103147169027,472.6750469095395,474.4220886230469,,,,AXISBANK,2722580.0,0.0,0.0
4978,2014-12-10,474.1794651197303,481.5559197694413,472.1897769824668,474.85888671875,,,,AXISBANK,3317262.0,0.0,0.0
4979,2014-12-11,474.4220756862794,480.1485525664401,465.9780014747,476.0720825195313,,,,AXISBANK,3583840.0,0.0,0.0
4980,2014-12-12,476.7514599840841,479.03231149809113,467.3852891494888,469.1808776855469,,,,AXISBANK,2915819.0,0.0,0.0
4981,2014-12-15,465.8809648662821,473.0632904839878,461.3192019040008,462.7265625,,,,AXISBANK,2929634.0,0.0,0.0
4982,2014-12-16,461.0280279385842,462.48390592154806,451.5648210493184,458.11627197265625,,,,AXISBANK,5702983.0,0.0,0.0
4983,2014-12-17,454.5736416931417,466.36624743691874,450.54571852895936,460.8824462890625,,,,AXISBANK,5852857.0,0.0,0.0
4984,2014-12-18,468.7927280794109,475.58682558780816,465.8809720043834,473.5971374511719,,,,AXISBANK,3782348.0,0.0,0.0
4985,2014-12-19,482.2837925630183,482.2837925630183,473.9367537008431,475.8294067382813,,,,AXISBANK,3189647.0,0.0,0.0
4986,2014-12-22,476.9456366642752,486.0206156411686,472.189774357321,483.6426696777344,,,,AXISBANK,2813921.0,0.0,0.0
4987,2014-12-23,486.26318871742006,491.116114752524,478.0617318701303,479.2749633789063,,,,AXISBANK,3753789.0,0.0,0.0
4988,2014-12-24,479.46909019336783,483.0602672917678,476.751463473434,479.76025390625,,,,AXISBANK,3181539.0,0.0,0.0
4989,2014-12-26,481.1676327531589,485.2926200233574,473.6455971427969,479.9058837890625,,,,AXISBANK,2133879.0,0.0,0.0
4990,2014-12-29,480.4397440278719,484.9044425226188,476.75153157824974,479.5662231445313,,,,AXISBANK,2230958.0,0.0,0.0
4991,2014-12-30,480.4882348583941,485.2441264643557,475.5867910031632,484.1279296875,,,,AXISBANK,1996949.0,0.0,0.0
4992,2014-12-31,485.3411584580425,490.14556745232215,484.3220557598194,487.6220397949219,,,,AXISBANK,2356002.0,0.0,0.0
4993,2015-01-01,487.8646709931048,489.174967007285,484.3705581619275,488.2528991699219,,,,AXISBANK,1351985.0,0.0,0.0
4994,2015-01-02,488.3984943119569,501.6955236673866,486.9426164826724,499.1719665527344,,,,AXISBANK,3852825.0,0.0,0.0
4995,2015-01-05,501.6955711071753,505.0926196967272,499.9484701549735,502.326416015625,,,,AXISBANK,2561430.0,0.0,0.0
4996,2015-01-06,498.4440301886936,498.4440301886936,482.1382102652317,484.37054443359375,,,,AXISBANK,5284530.0,0.0,0.0
4997,2015-01-07,484.1279427129424,490.48529429077234,479.9544377112447,483.98236083984375,,,,AXISBANK,4245189.0,0.0,0.0
4998,2015-01-08,491.11613058398086,492.0867158222893,480.0999822052001,487.1852722167969,,,,AXISBANK,5637844.0,0.0,0.0
4999,2015-01-09,490.0485107719284,491.019096069405,472.6750398710807,480.3912048339844,,,,AXISBANK,5078463.0,0.0,0.0
5000,2015-01-12,480.4397059530423,488.9808444331318,477.673532025088,486.7970275878906,,,,AXISBANK,2290147.0,0.0,0.0
5001,2015-01-13,489.17498567579287,496.64850424936026,485.58380825838265,489.6602783203125,,,,AXISBANK,4069260.0,0.0,0.0
5002,2015-01-14,489.66028096329256,490.8735125811402,479.6632642801934,484.9044189453125,,,,AXISBANK,2973231.0,0.0,0.0
5003,2015-01-15,508.05284606754685,508.5381386783212,496.0661126574405,498.9293212890625,,,,AXISBANK,6670800.0,0.0,0.0
5004,2015-01-16,501.40435986853873,506.1602517012602,497.52201853238336,499.6573181152344,,,,AXISBANK,6920742.0,0.0,0.0
5005,2015-01-19,504.17055280556,516.1572577280265,501.64699544726494,513.39111328125,,,,AXISBANK,6113156.0,0.0,0.0
5006,2015-01-20,516.8852167261384,538.3837059425213,515.4778561194976,535.1807861328125,,,,AXISBANK,6934581.0,0.0,0.0
5007,2015-01-21,536.7336361093464,540.4218481623144,529.5027642450808,531.1527709960939,,,,AXISBANK,4459351.0,0.0,0.0
5008,2015-01-22,533.5307642506808,550.4674899960946,531.6866284398417,548.1380615234375,,,,AXISBANK,5546866.0,0.0,0.0
5009,2015-01-23,554.2042064630845,560.4159760808425,543.8189319020632,548.5263061523439,,,,AXISBANK,4975114.0,0.0,0.0
5010,2015-01-27,554.1071717366511,580.2158807755119,550.3218653688716,574.6835327148438,,,,AXISBANK,5376830.0,0.0,0.0
5011,2015-01-28,572.6452726688361,582.1569958584224,566.2879514049681,573.2276000976562,,,,AXISBANK,6370073.0,0.0,0.0
5012,2015-01-29,571.6263023317358,584.2924303781798,564.9777565750608,581.865966796875,,,,AXISBANK,5424486.0,0.0,0.0
5013,2015-01-30,585.0202447114452,586.2819936567201,566.5306080123285,570.8011474609375,,,,AXISBANK,4497194.0,0.0,0.0
5014,2015-02-02,568.7629659665471,602.7334502819552,567.2100532366293,599.1422729492188,,,,AXISBANK,6307718.0,0.0,0.0
5015,2015-02-03,604.6746669962939,607.1981651850987,567.3071313953994,569.3453369140625,,,,AXISBANK,9290016.0,0.0,0.0
5016,2015-02-04,573.6158693379948,574.586454565301,536.9762770071837,542.1688842773439,,,,AXISBANK,10773056.0,0.0,0.0
5017,2015-02-05,545.8572237408853,561.483624157194,542.1689520243946,549.2542724609375,,,,AXISBANK,6865785.0,0.0,0.0
5018,2015-02-06,551.2925206873567,554.6895696704654,529.6969950090228,546.585205078125,,,,AXISBANK,7706020.0,0.0,0.0
5019,2015-02-09,538.6748832603358,552.845406042964,533.8219563841166,537.3160400390625,,,,AXISBANK,4334546.0,0.0,0.0
5020,2015-02-10,530.8131632845851,553.0395327444908,524.6013932120444,537.8013305664061,,,,AXISBANK,9809275.0,0.0,0.0
5021,2015-02-11,542.8969181773691,555.805751350793,539.1601880944294,552.5057373046875,,,,AXISBANK,6200994.0,0.0,0.0
5022,2015-02-12,556.1453917006952,564.3953669702518,547.4101237682237,561.7262573242189,,,,AXISBANK,5849894.0,0.0,0.0
5023,2015-02-13,565.0262420095862,571.4320811340125,559.5424115053218,564.007080078125,,,,AXISBANK,4633409.0,0.0,0.0
5024,2015-02-16,565.8511629375431,566.8217481226848,549.448249612723,553.5247192382811,,,,AXISBANK,4284303.0,0.0,0.0
5025,2015-02-18,555.1748154048233,557.1159860880571,547.4101326718886,552.7483520507811,,,,AXISBANK,4695905.0,0.0,0.0
5026,2015-02-19,557.115973599555,558.6688864154,536.976328212463,548.6233520507811,,,,AXISBANK,5349212.0,0.0,0.0
5027,2015-02-20,549.7881132045882,554.010136010379,537.7043130930682,544.9837036132811,,,,AXISBANK,6025707.0,0.0,0.0
5028,2015-02-23,546.9248105886911,550.3218591016644,529.988085440331,532.8998413085939,,,,AXISBANK,6089272.0,0.0,0.0
5029,2015-02-24,533.7248323305779,539.3542147180765,526.0571854518644,535.5689086914061,,,,AXISBANK,6155111.0,0.0,0.0
5030,2015-02-25,537.8983567246313,542.1688962753922,533.9189216607193,536.733642578125,,,,AXISBANK,4185156.0,0.0,0.0
5031,2015-02-26,536.3939395858781,541.2468656321096,527.8042249401567,536.05419921875,,,,AXISBANK,5579001.0,0.0,0.0
5032,2015-02-27,539.2571010323122,553.5732324033372,534.1615288494049,550.4674072265625,,,,AXISBANK,5791546.0,0.0,0.0
5033,2015-03-02,611.4687421856289,630.8804482867599,610.2069931370205,628.5025024414062,,,,AXISBANK,13205219.0,0.0,0.0
5034,2015-03-03,629.9099158248475,629.9099158248475,610.0614328233868,612.82763671875,,,,AXISBANK,6817671.0,0.0,0.0
5035,2015-03-04,631.7540525242488,635.6363940748911,590.2615272017557,594.7261962890625,,,,AXISBANK,10097232.0,0.0,0.0
5036,2015-03-05,594.9687702454795,603.7040376715958,585.7482101845789,598.656982421875,,,,AXISBANK,6914112.0,0.0,0.0
5037,2015-03-09,592.057035478182,592.057035478182,571.8203555844071,574.1982421875,,,,AXISBANK,6043383.0,0.0,0.0
5038,2015-03-10,574.4894741689441,577.3041360509168,562.9394851737586,568.2291870117188,,,,AXISBANK,5791801.0,0.0,0.0
5039,2015-03-11,568.0350516235027,575.265924017551,562.9394787554577,566.6762084960938,,,,AXISBANK,5816344.0,0.0,0.0
5040,2015-03-12,570.2188981926028,576.042410344357,565.5601003191651,566.9188842773438,,,,AXISBANK,4512080.0,0.0,0.0
5041,2015-03-13,572.1600566663242,573.5674172541814,547.5071653888414,553.233642578125,,,,AXISBANK,6749149.0,0.0,0.0
5042,2015-03-16,552.7483674222102,556.9218726592584,542.6542558927559,551.8748168945311,,,,AXISBANK,6445254.0,0.0,0.0
5043,2015-03-17,557.9895029432394,568.5688469850043,550.3703729271036,563.0364990234375,,,,AXISBANK,5627580.0,0.0,0.0
5044,2015-03-18,567.0644658833165,568.5688612619139,558.8144907699093,564.1527099609375,,,,AXISBANK,5847672.0,0.0,0.0
5045,2015-03-19,570.7041497950386,578.0320568772651,542.07188377641,546.9733276367189,,,,AXISBANK,7705218.0,0.0,0.0
5046,2015-03-20,546.439573933462,547.4101593223314,535.4719708872042,539.8881225585939,,,,AXISBANK,8160665.0,0.0,0.0
5047,2015-03-23,543.43072016839,545.468925553711,536.3939769116919,538.8689575195311,,,,AXISBANK,4191424.0,0.0,0.0
5048,2015-03-24,537.6557556768304,549.3512970613549,535.0351634365227,541.6351318359375,,,,AXISBANK,6309451.0,0.0,0.0
5049,2015-03-25,543.3821748615678,550.4674951827319,537.6072395233823,545.6630859375,,,,AXISBANK,5578540.0,0.0,0.0
5050,2015-03-26,543.5278141687462,544.9351748212563,521.6896430637519,528.2896118164061,,,,AXISBANK,9233047.0,0.0,0.0
5051,2015-03-27,531.8807325737598,535.0351347286226,510.62489128044825,530.3278198242189,,,,AXISBANK,10655577.0,0.0,0.0
5052,2015-03-30,536.2483720438075,548.8174633813062,533.1910046882614,546.9733276367189,,,,AXISBANK,6631597.0,0.0,0.0
5053,2015-03-31,551.1954428561107,556.6306971092849,540.8586852033984,543.721923828125,,,,AXISBANK,5970862.0,0.0,0.0
5054,2015-04-01,541.2953553580724,555.1747112924195,538.9174098690838,552.8938598632811,,,,AXISBANK,3753262.0,0.0,0.0
5055,2015-04-06,555.1263056983827,555.1263056983827,545.5660044067337,552.3115844726561,,,,AXISBANK,4305263.0,0.0,0.0
5056,2015-04-07,554.2041992320629,556.1453698073068,538.6748346301139,541.4409790039061,,,,AXISBANK,6754389.0,0.0,0.0
5057,2015-04-08,545.2748186996075,547.4101182428464,534.8895439700848,539.5484008789061,,,,AXISBANK,5750765.0,0.0,0.0
5058,2015-04-09,543.5277988108945,560.0277498462253,538.7719068753677,555.3204345703125,,,,AXISBANK,9653162.0,0.0,0.0
5059,2015-04-10,556.5336090421619,557.8923928555838,548.7689270003589,551.3409423828125,,,,AXISBANK,4938698.0,0.0,0.0
5060,2015-04-13,553.2337212983795,554.8352110296514,545.4690374906829,549.3513793945311,,,,AXISBANK,4596222.0,0.0,0.0
5061,2015-04-15,550.2248388571428,556.6306782412336,525.4263366630786,534.0160522460939,,,,AXISBANK,8869483.0,0.0,0.0
5062,2015-04-16,535.7630417493554,540.0336404157495,527.0762921773754,534.5983276367189,,,,AXISBANK,7288785.0,0.0,0.0
5063,2015-04-17,533.8218699812822,534.1615511117059,516.1572071630285,518.0013427734375,,,,AXISBANK,6618167.0,0.0,0.0
5064,2015-04-20,518.3895506278736,522.4175030514634,492.08671443955774,503.00579833984375,,,,AXISBANK,7836613.0,0.0,0.0
5065,2015-04-21,503.0058023789711,517.0307709937008,501.3557956172696,507.8102111816406,,,,AXISBANK,7204472.0,0.0,0.0
5066,2015-04-22,511.4499726909902,528.9690267756869,504.9955562830248,524.213134765625,,,,AXISBANK,6947536.0,0.0,0.0
5067,2015-04-23,527.2704624552712,532.5601641704819,519.7969438223902,522.3690185546875,,,,AXISBANK,5464184.0,0.0,0.0
5068,2015-04-24,522.1748494871309,522.4174957926548,504.6072806631392,511.7410583496094,,,,AXISBANK,6533254.0,0.0,0.0
5069,2015-04-27,513.8278473082898,524.8439660339711,506.98517400697455,508.7807922363281,,,,AXISBANK,7839080.0,0.0,0.0
5070,2015-04-28,508.48970946184943,523.5823004267484,503.83085219848937,519.26318359375,,,,AXISBANK,6322607.0,0.0,0.0
5071,2015-04-29,520.1366572181677,543.4307031307144,519.5057531121073,535.7145385742189,,,,AXISBANK,9301407.0,0.0,0.0
5072,2015-04-30,546.7306937380201,565.2689087186144,542.5571887494511,551.0983276367189,,,,AXISBANK,15658642.0,0.0,0.0
5073,2015-05-04,554.5924737214143,559.0571424828116,546.2454044529487,551.6321411132811,,,,AXISBANK,4309985.0,0.0,0.0
5074,2015-05-05,552.2629946048306,557.3585670506574,545.9541906242833,549.2056274414061,,,,AXISBANK,5385676.0,0.0,0.0
5075,2015-05-06,547.4586142464805,549.2542325548013,525.2807643385487,527.3189697265625,,,,AXISBANK,7698992.0,0.0,0.0
5076,2015-05-07,523.7763813593003,528.774860115352,507.9072761446998,511.838134765625,,,,AXISBANK,5848608.0,0.0,0.0
5077,2015-05-08,519.991133650179,531.8808049282278,517.8073164766598,524.892578125,,,,AXISBANK,10010992.0,0.0,0.0
5078,2015-05-11,529.4542120572513,535.7630156839648,527.1247839453072,534.8894653320311,,,,AXISBANK,6700085.0,0.0,0.0
5079,2015-05-12,536.7336493762571,537.6071998071567,514.3131535412793,516.6910400390625,,,,AXISBANK,4943428.0,0.0,0.0
5080,2015-05-13,522.1749004203502,547.6042475675965,519.4572733813694,542.0718994140625,,,,AXISBANK,7971625.0,0.0,0.0
5081,2015-05-14,541.0042715058129,542.3630553859107,531.3954533116446,539.4998168945311,,,,AXISBANK,4929250.0,0.0,0.0
5082,2015-05-15,542.0718900874148,550.6130288800392,540.6160121373142,545.5174560546875,,,,AXISBANK,5825462.0,0.0,0.0
5083,2015-05-18,546.7306590117547,553.08798054588,542.2174731469889,550.80712890625,,,,AXISBANK,3944770.0,0.0,0.0
5084,2015-05-19,549.3512092939981,554.1071003495374,542.1688552998809,544.93505859375,,,,AXISBANK,6047850.0,0.0,0.0
5085,2015-05-20,546.1967957936965,550.1761712319399,540.130638576974,541.8291625976561,,,,AXISBANK,4763209.0,0.0,0.0
5086,2015-05-21,543.5277816682258,555.1748055611164,543.5277816682258,553.67041015625,,,,AXISBANK,6157883.0,0.0,0.0
5087,2015-05-22,554.4953552763644,559.6880220369841,547.1674483044645,551.92333984375,,,,AXISBANK,4265332.0,0.0,0.0
5088,2015-05-25,551.3894908633603,552.9909803206403,543.7219024589748,545.5659790039061,,,,AXISBANK,3426379.0,0.0,0.0
5089,2015-05-26,546.4395393368202,550.1277517330465,541.780741613175,547.6527709960939,,,,AXISBANK,2475418.0,0.0,0.0
5090,2015-05-27,545.468962650561,562.4542061494664,544.7410236434649,560.80419921875,,,,AXISBANK,4120709.0,0.0,0.0
5091,2015-05-28,561.9203308133332,568.5688159435775,553.6218389439575,557.746826171875,,,,AXISBANK,8272414.0,0.0,0.0
5092,2015-05-29,558.5717857964295,570.0246793740049,557.79532947995,568.1806030273438,,,,AXISBANK,3421723.0,0.0,0.0
5093,2015-06-01,569.6365159339817,571.5776864646957,560.1247329416242,561.43505859375,,,,AXISBANK,3142413.0,0.0,0.0
5094,2015-06-02,564.8806906650748,565.2689485126666,532.2690456215797,536.8307495117189,,,,AXISBANK,6978299.0,0.0,0.0
5095,2015-06-03,536.9763474931049,537.7042865091371,522.7087309309076,534.6954956054689,,,,AXISBANK,5114150.0,0.0,0.0
5096,2015-06-04,543.527774834254,543.527774834254,529.9395804633976,540.03369140625,,,,AXISBANK,7432416.0,0.0,0.0
5097,2015-06-05,539.6454681175908,540.858699835481,529.9881317952184,532.26904296875,,,,AXISBANK,7028734.0,0.0,0.0
5098,2015-06-08,530.9102002583852,541.1013466984455,527.9984441326535,537.3160400390625,,,,AXISBANK,6286247.0,0.0,0.0
5099,2015-06-09,535.8115756002711,547.4100811897562,534.2586628956618,542.2659912109375,,,,AXISBANK,5252618.0,0.0,0.0
5100,2015-06-10,542.4601319179111,551.0012704588414,542.4115552624788,547.8953857421875,,,,AXISBANK,7919473.0,0.0,0.0
5101,2015-06-11,551.1954454061616,553.4277798690491,529.0175345566141,530.6675415039061,,,,AXISBANK,7608358.0,0.0,0.0
5102,2015-06-12,530.9101318357134,536.2483507115751,524.8924914367774,535.229248046875,,,,AXISBANK,5518696.0,0.0,0.0
5103,2015-06-15,537.6072727041735,538.6748929401946,529.3087202048516,533.8704833984375,,,,AXISBANK,5896234.0,0.0,0.0
5104,2015-06-16,533.8219135636357,537.6557373362851,524.1645780066558,534.9381103515625,,,,AXISBANK,6283177.0,0.0,0.0
5105,2015-06-17,536.8307239766765,541.0042883003632,531.4925046452729,533.093994140625,,,,AXISBANK,4522392.0,0.0,0.0
5106,2015-06-18,535.4719729923004,538.4807640136914,531.2984676517208,533.8704833984375,,,,AXISBANK,5579425.0,0.0,0.0
5107,2015-06-19,537.7041783990541,539.063021318372,532.1233137315548,535.3262329101561,,,,AXISBANK,6783585.0,0.0,0.0
5108,2015-06-22,540.1792674881117,558.9601296516354,540.1792674881117,555.3204345703125,,,,AXISBANK,7325101.0,0.0,0.0
5109,2015-06-23,558.6688662045732,562.4541725110172,549.6424349043889,554.495361328125,,,,AXISBANK,6608481.0,0.0,0.0
5110,2015-06-24,555.1747457349081,560.4159296178442,550.5159485277542,554.689453125,,,,AXISBANK,5427984.0,0.0,0.0
5111,2015-06-25,551.3895122516403,560.9012960495693,550.3704094846704,553.2821655273439,,,,AXISBANK,5953158.0,0.0,0.0
5112,2015-06-26,551.3895261031431,552.9424982421449,543.5278082863616,548.8660278320311,,,,AXISBANK,4432487.0,0.0,0.0
5113,2015-06-29,537.7042121632749,550.6129837481113,529.9395303991844,546.1483154296875,,,,AXISBANK,5390158.0,0.0,0.0
5114,2015-06-30,544.5468724326788,549.3512815307806,536.7336725910278,542.5086669921875,,,,AXISBANK,5479844.0,0.0,0.0
5115,2015-07-01,542.3630575436198,563.4247705472711,540.4704043475631,561.6292114257811,,,,AXISBANK,7663185.0,0.0,0.0
5116,2015-07-02,563.0365318581845,569.3939132250157,559.1541904994249,566.8218383789062,,,,AXISBANK,9886455.0,0.0,0.0
5117,2015-07-03,564.7350422010998,571.1894582459438,563.9100683787483,568.7144775390625,,,,AXISBANK,4422432.0,0.0,0.0
5118,2015-07-06,558.5718264252968,568.5688429216942,556.6306558729934,567.0159301757812,,,,AXISBANK,4973984.0,0.0,0.0
5119,2015-07-07,568.0835418536531,573.373243378149,564.2497182217802,568.9570922851562,,,,AXISBANK,4969526.0,0.0,0.0
5120,2015-07-08,560.9983158044479,567.7924130546747,557.9895250038495,559.6880493164061,,,,AXISBANK,6414143.0,0.0,0.0
5121,2015-07-09,563.4058637693386,564.9224160588577,554.1601259412681,559.3455810546875,,,,AXISBANK,3602432.0,4.6,0.0
5122,2015-07-10,561.7915535745792,570.4013736869945,558.4650036666022,565.6072387695312,,,,AXISBANK,6853759.0,0.0,0.0
5123,2015-07-13,565.6071864319979,570.8416083111857,557.8290343744088,569.3740234375,,,,AXISBANK,5161182.0,0.0,0.0
5124,2015-07-14,570.0100275653534,574.9509451629398,566.3900321004553,571.281982421875,,,,AXISBANK,4566647.0,0.0,0.0
5125,2015-07-15,571.9178632996493,576.7119981923512,568.9337857390102,571.3797607421875,,,,AXISBANK,3307716.0,0.0,0.0
5126,2015-07-16,574.7063426619583,600.1933916722464,574.3149627531632,595.4971313476562,,,,AXISBANK,14142842.0,0.0,0.0
5127,2015-07-17,591.4367830446945,596.7201131816935,585.5664427663352,589.088623046875,,,,AXISBANK,5847889.0,0.0,0.0
5128,2015-07-20,587.0339723354783,590.360522065186,577.5435778394848,586.9361572265625,,,,AXISBANK,4688323.0,0.0,0.0
5129,2015-07-21,583.7074599952961,588.0123999546504,570.1567821523669,572.0157470703125,,,,AXISBANK,4375934.0,0.0,0.0
5130,2015-07-22,570.2546023426354,580.674479998245,566.4878246318178,577.1033325195312,,,,AXISBANK,5900119.0,0.0,0.0
5131,2015-07-23,577.2501306962661,585.6153536978637,568.8360001353047,571.1351928710938,,,,AXISBANK,5569255.0,0.0,0.0
5132,2015-07-24,574.950914166938,580.9190693508465,562.6720717491829,567.906494140625,,,,AXISBANK,13673495.0,0.0,0.0
5133,2015-07-27,565.020260861057,566.9281334253842,541.7834968862516,543.7891845703125,,,,AXISBANK,9829067.0,0.0,0.0
5134,2015-07-28,546.5286414853582,551.8119714817651,538.5547986491554,549.1213989257811,,,,AXISBANK,8129213.0,0.0,0.0
5135,2015-07-29,551.1270652400852,555.8722924852751,549.8551702059775,554.9428100585939,,,,AXISBANK,4635380.0,0.0,0.0
5136,2015-07-30,559.0521161666246,563.3080891324732,550.9314307214187,553.4752807617189,,,,AXISBANK,6484751.0,0.0,0.0
5137,2015-07-31,555.4320391490602,566.7813397571897,554.7471541759753,561.106689453125,,,,AXISBANK,6283549.0,0.0,0.0
5138,2015-08-03,563.5526028948253,570.1078274064565,561.0088129487872,564.2374877929688,,,,AXISBANK,4355574.0,0.0,0.0
5139,2015-08-04,566.390005629587,571.8200582893453,559.2966779950431,567.5640258789062,,,,AXISBANK,5903968.0,0.0,0.0
5140,2015-08-05,569.4229439597598,576.7608684953236,564.0417993003463,567.8575439453125,,,,AXISBANK,3419273.0,0.0,0.0
5141,2015-08-06,567.4662336501976,573.8257690273118,566.4389360325173,572.1135864257812,,,,AXISBANK,3125993.0,0.0,0.0
5142,2015-08-07,572.2603344158542,572.2603344158542,563.5526395365409,567.7597045898438,,,,AXISBANK,2298504.0,0.0,0.0
5143,2015-08-10,570.1567817061143,572.0646541801573,558.4161015165416,563.454833984375,,,,AXISBANK,2402572.0,0.0,0.0
5144,2015-08-11,565.2159624462641,568.2978553755669,554.1111991832631,558.9053344726561,,,,AXISBANK,3168648.0,0.0,0.0
